Entry	Identifier	OmekaURL	Entry_Clean_Recon	EntriesID	EntriesIdentifier	SeeAlso	Comment	Column 1
Schwerin/Warthe	QGJ.v1.Loc.01263	https://undusting.org/jewish_sources/s/jewish_sources/item/17600	Schwerin/Warthe	94/1	QGJ.v1.A0003.I0043.E00116			Schwerin/Warthe 94/1
Schwersenz	QGJ.v1.Loc.01264	https://undusting.org/jewish_sources/s/jewish_sources/item/17601	Schwersenz	94/1	QGJ.v1.A0003.I0043.E00116			Schwersenz 94/1
Schwiebus	QGJ.v1.Loc.01265	https://undusting.org/jewish_sources/s/jewish_sources/item/17602	Schwiebus	94/1	QGJ.v1.A0003.I0043.E00116			Schwiebus 94/1
Seattle (USA)	QGJ.v1.Loc.01266	https://undusting.org/jewish_sources/s/jewish_sources/item/17603	Seattle (USA)	7094	QGJ.v1.A0239.I0858.E07175			Seattle (USA) 7094
Seckmaurn (Odenwald)	QGJ.v1.Loc.01267	https://undusting.org/jewish_sources/s/jewish_sources/item/17604	Seckmaurn (Odenwald)	4753	QGJ.v1.A0234.I0732.E04830			Seckmaurn (Odenwald) 4753
Seehausen	QGJ.v1.Loc.01268	https://undusting.org/jewish_sources/s/jewish_sources/item/17605	Seehausen	2128/8|2234|2586|2598|2599|2600|2601	QGJ.v1.A0109.I0338.E02189|QGJ.v1.A0124.I0362.E02305|QGJ.v1.A0145.I0434.E02653|QGJ.v1.A0146.I0435.E02665|QGJ.v1.A0146.I0435.E02666|QGJ.v1.A0146.I0435.E02667|QGJ.v1.A0146.I0435.E02668			Seehausen 2128/8, 2234, 2586,2598-2601
Seehof	QGJ.v1.Loc.01269	https://undusting.org/jewish_sources/s/jewish_sources/item/17606	Seehof	1634	QGJ.v1.A0084.I0254.E01682			Seehof 1634
Seelow	QGJ.v1.Loc.01270	https://undusting.org/jewish_sources/s/jewish_sources/item/17607	Seelow	94/1|1633	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0083.I0253.E01681			Seelow 94/1,1633
Seesen	QGJ.v1.Loc.01271	https://undusting.org/jewish_sources/s/jewish_sources/item/17608	Seesen	94/1	QGJ.v1.A0003.I0043.E00116			Seesen 94/1
Segeberg	QGJ.v1.Loc.01272	https://undusting.org/jewish_sources/s/jewish_sources/item/17609	Segeberg	94/1	QGJ.v1.A0003.I0043.E00116			Segeberg 94/1
Seifersdorf	QGJ.v1.Loc.01273	https://undusting.org/jewish_sources/s/jewish_sources/item/17610	Seifersdorf	4354	QGJ.v1.A0199.I0653.E04431			Seifersdorf 4354
Sennfeld	QGJ.v1.Loc.01274	https://undusting.org/jewish_sources/s/jewish_sources/item/17611	Sennfeld	5574	QGJ.v1.A0239.I0828.E05655			Sennfeld 5574
Sickenhofen	QGJ.v1.Loc.01275	https://undusting.org/jewish_sources/s/jewish_sources/item/17612	Sickenhofen	94/1	QGJ.v1.A0003.I0043.E00116			Sickenhofen 94/1
Siegen	QGJ.v1.Loc.01276	https://undusting.org/jewish_sources/s/jewish_sources/item/17613	Siegen	4753	QGJ.v1.A0234.I0732.E04830			Siegen 4753
Siegmar-Schönau	QGJ.v1.Loc.01277	https://undusting.org/jewish_sources/s/jewish_sources/item/17614	Siegmar-Schönau	3211	QGJ.v1.A0183.I0583.E03288			Siegmar-Schönau 3211
Simmershausen	QGJ.v1.Loc.01278	https://undusting.org/jewish_sources/s/jewish_sources/item/17615	Simmershausen	6346|6484|6485|6613|6634|6637|6639|6645|6648|6651|6653|6655|6657|6661|6663|6689|6706|6808|6912|6913|6914|6915|6961|6988	QGJ.v1.A0239.I0831.E06427|QGJ.v1.A0239.I0834.E06565|QGJ.v1.A0239.I0834.E06566|QGJ.v1.A0239.I0839.E06694|QGJ.v1.A0239.I0839.E06715|QGJ.v1.A0239.I0839.E06718|QGJ.v1.A0239.I0839.E06720|QGJ.v1.A0239.I0839.E06726|QGJ.v1.A0239.I0839.E06729|QGJ.v1.A0239.I0839.E06732|QGJ.v1.A0239.I0839.E06734|QGJ.v1.A0239.I0839.E06736|QGJ.v1.A0239.I0839.E06738|QGJ.v1.A0239.I0839.E06753|QGJ.v1.A0239.I0839.E06743|QGJ.v1.A0239.I0839.E06770|QGJ.v1.A0239.I0839.E06787|QGJ.v1.A0239.I0842.E06889|QGJ.v1.A0239.I0846.E06993|QGJ.v1.A0239.I0846.E06994|QGJ.v1.A0239.I0846.E06995|QGJ.v1.A0239.I0846.E06996|QGJ.v1.A0239.I0846.E07042|QGJ.v1.A0239.I0849.E07069			Simmershausen 6346, 6484, 6485,6613, 6634, 6637, 6639, 6645,6648, 6651, 6653, 6655, 6657,6661, 6663, 6689, 6706, 6808,6912-6915, 6961, 6988
Skasime (bei Posen) (?)	QGJ.v1.Loc.01279	https://undusting.org/jewish_sources/s/jewish_sources/item/17616	Skasime (bei Posen) (?)	3101	QGJ.v1.A0182.I0573.E03178			Skasime (bei Posen) (?) 3101
Sklow (Rußland)	QGJ.v1.Loc.01280	https://undusting.org/jewish_sources/s/jewish_sources/item/17617	Sklow (Rußland)	3977	QGJ.v1.A0196.I0638.E04054			Sklow (Rußland) 3977
Soberten	QGJ.v1.Loc.01281	https://undusting.org/jewish_sources/s/jewish_sources/item/17618	Soberten	3805	QGJ.v1.A0188.I0615.E03882			Soberten 3805
Soest	QGJ.v1.Loc.01282	https://undusting.org/jewish_sources/s/jewish_sources/item/17619	Soest	94/1	QGJ.v1.A0003.I0043.E00116			Soest 94/1
Sögel	QGJ.v1.Loc.01283	https://undusting.org/jewish_sources/s/jewish_sources/item/17620	Sögel	94/1	QGJ.v1.A0003.I0043.E00116			Sögel 94/1
Sohrau	QGJ.v1.Loc.01284	https://undusting.org/jewish_sources/s/jewish_sources/item/17621	Sohrau	94/1	QGJ.v1.A0003.I0043.E00116			Sohrau 94/1
Sommerhausen	QGJ.v1.Loc.01285	https://undusting.org/jewish_sources/s/jewish_sources/item/17622	Sommerhausen	94/1|4850	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0235.I0742.E04927			Sommerhausen 94/1,4850
Sondershausen	QGJ.v1.Loc.01286	https://undusting.org/jewish_sources/s/jewish_sources/item/17623	Sondershausen	5284|5295|6884|7124/2|7124/4|7124/5|7541|7889|7890|7891|7892|7893|7894|7895|7896|7897|7898|7899|7900|7901|7902|7903|7904|7905	QGJ.v1.A0235.I0778.E05361|QGJ.v1.A0235.I0779.E05372|QGJ.v1.A0239.I0846.E06965|QGJ.v1.A0239.I0860.E07206|QGJ.v1.A0239.I0860.E07208|QGJ.v1.A0239.I0860.E07209|QGJ.v1.A0269.I0916.E07634|QGJ.v1.A0281.I0952.E07983|QGJ.v1.A0281.I0952.E07984|QGJ.v1.A0281.I0952.E07985|QGJ.v1.A0281.I0952.E07986|QGJ.v1.A0281.I0952.E07987|QGJ.v1.A0281.I0952.E07988|QGJ.v1.A0281.I0952.E07989|QGJ.v1.A0281.I0952.E07990|QGJ.v1.A0281.I0952.E07991|QGJ.v1.A0281.I0952.E07992|QGJ.v1.A0281.I0952.E07993|QGJ.v1.A0281.I0952.E07994|QGJ.v1.A0281.I0952.E07995|QGJ.v1.A0281.I0952.E07996|QGJ.v1.A0281.I0952.E07997|QGJ.v1.A0281.I0952.E07998|QGJ.v1.A0281.I0952.E07999			Sondershausen 5284, 5295, 6884,7124/2, 7124/4, 7124/5, 7541,7889-7905
Sonneberg	QGJ.v1.Loc.01287	https://undusting.org/jewish_sources/s/jewish_sources/item/17624	Sonneberg	5277|6597|6826|6916|7035|7036|7037|7038|7042|7842|7902|7906|7907|7908|7909|7910|7911|7912|7913	QGJ.v1.A0235.I0777.E05354|QGJ.v1.A0239.I0838.E06678|QGJ.v1.A0239.I0844.E06907|QGJ.v1.A0239.I0846.E06997|QGJ.v1.A0239.I0852.E07116|QGJ.v1.A0239.I0852.E07117|QGJ.v1.A0239.I0852.E07118|QGJ.v1.A0239.I0852.E07119|QGJ.v1.A0239.I0855.E07123|QGJ.v1.A0278.I0938.E07936|QGJ.v1.A0281.I0952.E07996|QGJ.v1.A0283.I0953.E08003|QGJ.v1.A0283.I0953.E08004|QGJ.v1.A0283.I0953.E08005|QGJ.v1.A0283.I0953.E08006|QGJ.v1.A0283.I0953.E08007|QGJ.v1.A0281.I0952.E08000|QGJ.v1.A0281.I0952.E08001|QGJ.v1.A0281.I0952.E08002			Sonneberg 5277, 6597, 6826, 6916,7035-7038, 7042, 7842, 7902,7906-7913
Sonnenwalde	QGJ.v1.Loc.01288	https://undusting.org/jewish_sources/s/jewish_sources/item/17625	Sonnenwalde	3689	QGJ.v1.A0185.I0588.E03766			Sonnenwalde 3689
Sorau	QGJ.v1.Loc.01289	https://undusting.org/jewish_sources/s/jewish_sources/item/17626	Sorau	1370	QGJ.v1.A0064.I0200.E01418			Sorau 1370
Sosa	QGJ.v1.Loc.01290	https://undusting.org/jewish_sources/s/jewish_sources/item/17627	Sosa	3063	QGJ.v1.A0179.I0563.E03140			Sosa 3063
Sowjetunion	QGJ.v1.Loc.01291	https://undusting.org/jewish_sources/s/jewish_sources/item/17628	Sowjetunion	5353|7046|7177|8036	QGJ.v1.A0235.I0790.E05430|QGJ.v1.A0239.I0857.E07127|QGJ.v1.A0246.I0869.E07270|QGJ.v1.A0296.I0978.E08130			Sowjetunion 5353, 7046, 7177, 8036
Spandau	QGJ.v1.Loc.01292	https://undusting.org/jewish_sources/s/jewish_sources/item/17629	Spandau	1743/1	QGJ.v1.A0094.I0287.E01795			Spandau 1743/1
Spanien	QGJ.v1.Loc.01293	https://undusting.org/jewish_sources/s/jewish_sources/item/17630	Spanien	1917|5357	QGJ.v1.A0105.I0318.E01971|QGJ.v1.A0235.I0791.E05434			Spanien 1917, 5357
Speyer	QGJ.v1.Loc.01294	https://undusting.org/jewish_sources/s/jewish_sources/item/17631	Speyer	5027	QGJ.v1.A0235.I0759.E05104			Speyer 5027
Springstille	QGJ.v1.Loc.01295	https://undusting.org/jewish_sources/s/jewish_sources/item/17632	Springstille	5933|5940	QGJ.v1.A0239.I0831.E06014|QGJ.v1.A0239.I0831.E06021			Springstille 5933, 5940
St. Kilian	QGJ.v1.Loc.01296	https://undusting.org/jewish_sources/s/jewish_sources/item/17633	St. Kilian	6066	QGJ.v1.A0239.I0831.E06147			St. Kilian 6066
Stade	QGJ.v1.Loc.01297	https://undusting.org/jewish_sources/s/jewish_sources/item/17634	Stade	94/2	QGJ.v1.A0003.I0043.E00117			Stade 94/2
Stadtilm	QGJ.v1.Loc.01298	https://undusting.org/jewish_sources/s/jewish_sources/item/17635	Stadtilm	5759|7124/6	QGJ.v1.A0239.I0831.E05840|QGJ.v1.A0239.I0860.E07210			Stadtilm 5759, 7124/6
Stadtlengsfeld	QGJ.v1.Loc.01299	https://undusting.org/jewish_sources/s/jewish_sources/item/17636	Stadtlengsfeld	94/1|94/2|5034|5035|5036|5037|5038|5039|5040|5041|5042|5043|5044|5045|5046|5047|5048|5049|5050|5051|5052|5053|5054|5055|5056|5057|5058|5059|5060|5061|5062|5063|5064|5065|5066|5067|5068|5069|5070|5071|5072|5073|5074|5075|5076|5077|5078|5079|5080|5081|5082|5083|5084|5085|5086|5087|5088|5089|5090|5091|5092|5093|5094|5095|5096|5097|5098|5099|5100|5101|5102|5103|5104|5105|5106|5107|5108|5109|5110|5111|5112|5113|5114|5115|5116|5117|5118|5119|5120|5121|5122|5123|5124|5125|5126|5127|5128|5129|5130|5131|5132|5133|5134|5135|5136|5137|5138|5139|5140|5141|5142|5143|5144|5145|5146|5147|5148|5149|5150|5151|5152|5153|5154|5155|5156|5157|5158|5159|5160|5161|5162|5163|5164|5165|5166|5167|5168|5169|5170|5171|5172|5173|5174|5175|5176|5177|5178|5179|5180|5181|5182|5183|5284|5369|6861|7058|7082|7105|7210|7217	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0003.I0043.E00117|QGJ.v1.A0235.I0762.E05111|QGJ.v1.A0235.I0762.E05112|QGJ.v1.A0235.I0762.E05113|QGJ.v1.A0235.I0762.E05114|QGJ.v1.A0235.I0762.E05115|QGJ.v1.A0235.I0762.E05116|QGJ.v1.A0235.I0762.E05117|QGJ.v1.A0235.I0762.E05118|QGJ.v1.A0235.I0762.E05119|QGJ.v1.A0235.I0762.E05120|QGJ.v1.A0235.I0762.E05121|QGJ.v1.A0235.I0762.E05122|QGJ.v1.A0235.I0762.E05123|QGJ.v1.A0235.I0762.E05124|QGJ.v1.A0235.I0762.E05125|QGJ.v1.A0235.I0762.E05126|QGJ.v1.A0235.I0762.E05127|QGJ.v1.A0235.I0762.E05128|QGJ.v1.A0235.I0762.E05129|QGJ.v1.A0235.I0762.E05130|QGJ.v1.A0235.I0762.E05131|QGJ.v1.A0235.I0762.E05132|QGJ.v1.A0235.I0762.E05133|QGJ.v1.A0235.I0762.E05134|QGJ.v1.A0235.I0762.E05135|QGJ.v1.A0235.I0762.E05136|QGJ.v1.A0235.I0762.E05137|QGJ.v1.A0235.I0762.E05138|QGJ.v1.A0235.I0762.E05139|QGJ.v1.A0235.I0762.E05140|QGJ.v1.A0235.I0762.E05141|QGJ.v1.A0235.I0762.E05142|QGJ.v1.A0235.I0762.E05143|QGJ.v1.A0235.I0762.E05144|QGJ.v1.A0235.I0762.E05145|QGJ.v1.A0235.I0762.E05146|QGJ.v1.A0235.I0762.E05147|QGJ.v1.A0235.I0762.E05148|QGJ.v1.A0235.I0762.E05149|QGJ.v1.A0235.I0762.E05150|QGJ.v1.A0235.I0762.E05151|QGJ.v1.A0235.I0762.E05152|QGJ.v1.A0235.I0762.E05153|QGJ.v1.A0235.I0762.E05154|QGJ.v1.A0235.I0762.E05155|QGJ.v1.A0235.I0762.E05156|QGJ.v1.A0235.I0762.E05157|QGJ.v1.A0235.I0762.E05158|QGJ.v1.A0235.I0762.E05159|QGJ.v1.A0235.I0762.E05160|QGJ.v1.A0235.I0762.E05161|QGJ.v1.A0235.I0762.E05162|QGJ.v1.A0235.I0762.E05163|QGJ.v1.A0235.I0762.E05164|QGJ.v1.A0235.I0762.E05165|QGJ.v1.A0235.I0762.E05166|QGJ.v1.A0235.I0762.E05167|QGJ.v1.A0235.I0762.E05168|QGJ.v1.A0235.I0762.E05169|QGJ.v1.A0235.I0762.E05170|QGJ.v1.A0235.I0762.E05171|QGJ.v1.A0235.I0762.E05172|QGJ.v1.A0235.I0762.E05173|QGJ.v1.A0235.I0762.E05174|QGJ.v1.A0235.I0762.E05175|QGJ.v1.A0235.I0762.E05176|QGJ.v1.A0235.I0762.E05177|QGJ.v1.A0235.I0762.E05178|QGJ.v1.A0235.I0762.E05179|QGJ.v1.A0235.I0762.E05180|QGJ.v1.A0235.I0762.E05181|QGJ.v1.A0235.I0762.E05182|QGJ.v1.A0235.I0762.E05183|QGJ.v1.A0235.I0762.E05184|QGJ.v1.A0235.I0762.E05185|QGJ.v1.A0235.I0762.E05186|QGJ.v1.A0235.I0762.E05187|QGJ.v1.A0235.I0762.E05188|QGJ.v1.A0235.I0762.E05189|QGJ.v1.A0235.I0762.E05190|QGJ.v1.A0235.I0762.E05191|QGJ.v1.A0235.I0762.E05192|QGJ.v1.A0235.I0762.E05193|QGJ.v1.A0235.I0762.E05194|QGJ.v1.A0235.I0762.E05195|QGJ.v1.A0235.I0762.E05196|QGJ.v1.A0235.I0762.E05197|QGJ.v1.A0235.I0762.E05198|QGJ.v1.A0235.I0762.E05199|QGJ.v1.A0235.I0762.E05200|QGJ.v1.A0235.I0762.E05201|QGJ.v1.A0235.I0762.E05202|QGJ.v1.A0235.I0762.E05203|QGJ.v1.A0235.I0762.E05204|QGJ.v1.A0235.I0762.E05205|QGJ.v1.A0235.I0762.E05206|QGJ.v1.A0235.I0762.E05207|QGJ.v1.A0235.I0762.E05208|QGJ.v1.A0235.I0762.E05209|QGJ.v1.A0235.I0762.E05210|QGJ.v1.A0235.I0762.E05211|QGJ.v1.A0235.I0762.E05212|QGJ.v1.A0235.I0762.E05213|QGJ.v1.A0235.I0762.E05214|QGJ.v1.A0235.I0762.E05215|QGJ.v1.A0235.I0762.E05216|QGJ.v1.A0235.I0762.E05217|QGJ.v1.A0235.I0762.E05218|QGJ.v1.A0235.I0762.E05219|QGJ.v1.A0235.I0762.E05220|QGJ.v1.A0235.I0762.E05221|QGJ.v1.A0235.I0762.E05222|QGJ.v1.A0235.I0762.E05223|QGJ.v1.A0235.I0762.E05224|QGJ.v1.A0235.I0762.E05225|QGJ.v1.A0235.I0762.E05226|QGJ.v1.A0235.I0762.E05227|QGJ.v1.A0235.I0762.E05228|QGJ.v1.A0235.I0762.E05229|QGJ.v1.A0235.I0762.E05230|QGJ.v1.A0235.I0762.E05231|QGJ.v1.A0235.I0762.E05232|QGJ.v1.A0235.I0762.E05233|QGJ.v1.A0235.I0762.E05234|QGJ.v1.A0235.I0762.E05235|QGJ.v1.A0235.I0762.E05236|QGJ.v1.A0235.I0762.E05237|QGJ.v1.A0235.I0762.E05238|QGJ.v1.A0235.I0762.E05239|QGJ.v1.A0235.I0762.E05240|QGJ.v1.A0235.I0762.E05241|QGJ.v1.A0235.I0762.E05242|QGJ.v1.A0235.I0762.E05243|QGJ.v1.A0235.I0762.E05244|QGJ.v1.A0235.I0762.E05245|QGJ.v1.A0235.I0762.E05246|QGJ.v1.A0235.I0762.E05247|QGJ.v1.A0235.I0762.E05248|QGJ.v1.A0235.I0762.E05249|QGJ.v1.A0235.I0762.E05250|QGJ.v1.A0235.I0762.E05251|QGJ.v1.A0235.I0762.E05252|QGJ.v1.A0235.I0762.E05253|QGJ.v1.A0235.I0762.E05254|QGJ.v1.A0235.I0762.E05255|QGJ.v1.A0235.I0762.E05256|QGJ.v1.A0235.I0762.E05257|QGJ.v1.A0235.I0762.E05258|QGJ.v1.A0235.I0762.E05259|QGJ.v1.A0235.I0762.E05260|QGJ.v1.A0235.I0778.E05361|QGJ.v1.A0235.I0797.E05446|QGJ.v1.A0239.I0846.E06942|QGJ.v1.A0239.I0858.E07139|QGJ.v1.A0239.I0858.E07163|QGJ.v1.A0239.I0858.E07186|QGJ.v1.A0249.I0877.E07303|QGJ.v1.A0249.I0877.E07310			Stadtlengsfeld 94/1, 94/2, 5034-5183, 5284, 5369, 6861, 7058,7082,7105, 7210, 7217
Stadtroda	QGJ.v1.Loc.01300	https://undusting.org/jewish_sources/s/jewish_sources/item/17637	Stadtroda	5319	QGJ.v1.A0235.I0787.E05396			Stadtroda 5319
Stadtsulza	QGJ.v1.Loc.01301	https://undusting.org/jewish_sources/s/jewish_sources/item/17638	Stadtsulza	5092	QGJ.v1.A0235.I0762.E05169			Stadtsulza 5092
Staffelstein	QGJ.v1.Loc.01302	https://undusting.org/jewish_sources/s/jewish_sources/item/17639	Staffelstein	4800|4802	QGJ.v1.A0235.I0735.E04877|QGJ.v1.A0235.I0735.E04879			Staffelstein 4800, 4802
Stahnsdorf	QGJ.v1.Loc.01303	https://undusting.org/jewish_sources/s/jewish_sources/item/17640	Stahnsdorf	1245	QGJ.v1.A0057.I0183.E01293			Stahnsdorf 1245
Stanislawow (Galizien)	QGJ.v1.Loc.01304	https://undusting.org/jewish_sources/s/jewish_sources/item/17641	Stanislawow (Galizien)	7126	QGJ.v1.A0241.I0861.E07212			Stanislawow (Galizien) 7126
Stargard	QGJ.v1.Loc.01305	https://undusting.org/jewish_sources/s/jewish_sources/item/17642	Stargard	94/1|163/2|4753	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0006.I0053.E00201|QGJ.v1.A0234.I0732.E04830			Stargard 94/1,163/2,4753
Staßfurt	QGJ.v1.Loc.01306	https://undusting.org/jewish_sources/s/jewish_sources/item/17643	Staßfurt	2741|2742|2743|2744|2745|2746|2747|2894	QGJ.v1.A0154.I0468.E02808|QGJ.v1.A0154.I0468.E02809|QGJ.v1.A0154.I0468.E02810|QGJ.v1.A0154.I0468.E02811|QGJ.v1.A0154.I0468.E02812|QGJ.v1.A0154.I0468.E02813|QGJ.v1.A0154.I0469.E02814|QGJ.v1.A0164.I0516.E02961			Staßfurt 2741-2747,2894
Stavenhagen	QGJ.v1.Loc.01307	https://undusting.org/jewish_sources/s/jewish_sources/item/17644	Stavenhagen	94/1|162/4|162/6|162/8|352|353	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0006.I0053.E00191|QGJ.v1.A0006.I0053.E00193|QGJ.v1.A0006.I0053.E00195|QGJ.v1.A0021.I0079.E00394|QGJ.v1.A0021.I0079.E00395			Stavenhagen 94/1, 162/4, 162/6,162/8,352, 353
Stebbach	QGJ.v1.Loc.01308	https://undusting.org/jewish_sources/s/jewish_sources/item/17645	Stebbach	4753	QGJ.v1.A0234.I0732.E04830			Stebbach 4753
Steinach a. d. Saale	QGJ.v1.Loc.01309	https://undusting.org/jewish_sources/s/jewish_sources/item/17646	Steinach a. d. Saale	4753	QGJ.v1.A0234.I0732.E04830			Steinach a. d. Saale 4753
Steinbach	QGJ.v1.Loc.01310	https://undusting.org/jewish_sources/s/jewish_sources/item/17647	Steinbach	94/1|5606|5670|5699|5876|5936|5953|6002|6418|6419|6422|6441	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0239.I0831.E05687|QGJ.v1.A0239.I0831.E05751|QGJ.v1.A0239.I0831.E05780|QGJ.v1.A0239.I0831.E05957|QGJ.v1.A0239.I0831.E06017|QGJ.v1.A0239.I0831.E06034|QGJ.v1.A0239.I0831.E06083|QGJ.v1.A0239.I0831.E06499|QGJ.v1.A0239.I0831.E06500|QGJ.v1.A0239.I0831.E06503|QGJ.v1.A0239.I0831.E06522			Steinbach 94/1, 5606, 5670, 5699,5876, 5936, 5953, 6002, 6418,6419, 6422, 6441
Steinbach-Hallenberg	QGJ.v1.Loc.01311	https://undusting.org/jewish_sources/s/jewish_sources/item/17648	Steinbach-Hallenberg	6441	QGJ.v1.A0239.I0831.E06522			Steinbach-Hallenberg 6441
Stendal	QGJ.v1.Loc.01312	https://undusting.org/jewish_sources/s/jewish_sources/item/17649	Stendal	2128/7|2128/8|2748|2749|2750|2751|2752|2753|2754|2755|2756|2757|2758|2759|2760|2761|2762|2763|2764|2765|2766|2767|2768|2769|2770|2771|2772|2773|2774|2775|2776|2777|2778|2779|2784|2787|2894|4753	QGJ.v1.A0109.I0338.E02188|QGJ.v1.A0109.I0338.E02189|QGJ.v1.A0155.I0470.E02815|QGJ.v1.A0155.I0470.E02816|QGJ.v1.A0155.I0471.E02817|QGJ.v1.A0155.I0471.E02818|QGJ.v1.A0155.I0471.E02819|QGJ.v1.A0155.I0471.E02820|QGJ.v1.A0155.I0471.E02821|QGJ.v1.A0155.I0471.E02822|QGJ.v1.A0155.I0471.E02823|QGJ.v1.A0155.I0471.E02827|QGJ.v1.A0155.I0471.E02824|QGJ.v1.A0155.I0471.E02825|QGJ.v1.A0155.I0471.E02826|QGJ.v1.A0155.I0471.E02828|QGJ.v1.A0155.I0471.E02829|QGJ.v1.A0155.I0471.E02830|QGJ.v1.A0155.I0471.E02831|QGJ.v1.A0155.I0471.E02832|QGJ.v1.A0155.I0471.E02833|QGJ.v1.A0155.I0471.E02834|QGJ.v1.A0155.I0471.E02835|QGJ.v1.A0155.I0471.E02836|QGJ.v1.A0155.I0471.E02837|QGJ.v1.A0155.I0471.E02838|QGJ.v1.A0155.I0471.E02839|QGJ.v1.A0155.I0471.E02840|QGJ.v1.A0155.I0471.E02841|QGJ.v1.A0155.I0471.E02842|QGJ.v1.A0155.I0471.E02843|QGJ.v1.A0155.I0471.E02844|QGJ.v1.A0155.I0472.E02845|QGJ.v1.A0155.I0473.E02846|QGJ.v1.A0156.I0474.E02851|QGJ.v1.A0156.I0474.E02854|QGJ.v1.A0164.I0516.E02961|QGJ.v1.A0234.I0732.E04830			Stendal 2128/7, 2128/8, 2748-2779,2784,2787,2894,4753
Stepfershausen	QGJ.v1.Loc.01313	https://undusting.org/jewish_sources/s/jewish_sources/item/17650	Stepfershausen	5606	QGJ.v1.A0239.I0831.E05687			Stepfershausen 5606
Sternberg	QGJ.v1.Loc.01314	https://undusting.org/jewish_sources/s/jewish_sources/item/17651	Sternberg	94/1|162/4|162/6|458|701|702|703|704|705|706|707|708|709|710|998|999|1086|1087	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0006.I0053.E00191|QGJ.v1.A0006.I0053.E00193|QGJ.v1.A0026.I0091.E00500|QGJ.v1.A0032.I0114.E00744|QGJ.v1.A0032.I0114.E00745|QGJ.v1.A0032.I0114.E00746|QGJ.v1.A0032.I0114.E00747|QGJ.v1.A0032.I0114.E00748|QGJ.v1.A0032.I0114.E00749|QGJ.v1.A0032.I0115.E00750|QGJ.v1.A0032.I0115.E00751|QGJ.v1.A0032.I0113.E00743|QGJ.v1.A0032.I0116.E00752|QGJ.v1.A0040.I0151.E01040|QGJ.v1.A0040.I0151.E01041|QGJ.v1.A0043.I0164.E01128|QGJ.v1.A0043.I0164.E01129			Sternberg 94/1, 162/4, 162/6, 458,701-710,998,999,1086,1087
Stettin	QGJ.v1.Loc.01315	https://undusting.org/jewish_sources/s/jewish_sources/item/17652	Stettin	94/1|163/4|163/6|833|835|852|976|1014|1037|1038|4747|7127	QGJ.v1.A0003.I0043.E00116|QGJ.v1.A0006.I0053.E00203|QGJ.v1.A0006.I0053.E00205|QGJ.v1.A0033.I0123.E00875|QGJ.v1.A0033.I0123.E00877|QGJ.v1.A0033.I0123.E00894|QGJ.v1.A0036.I0141.E01017|QGJ.v1.A0040.I0151.E01056|QGJ.v1.A0041.I0156.E01079|QGJ.v1.A0041.I0156.E01080|QGJ.v1.A0234.I0732.E04824|QGJ.v1.A0241.I0861.E07217			Stettin 94/1, 163/4, 163/6, 833, 835,852, 976, 1014, 1037, 1038, 4747,7127
Steudach	QGJ.v1.Loc.01316	https://undusting.org/jewish_sources/s/jewish_sources/item/17653	Steudach	7232|7233	QGJ.v1.A0251.I0883.E07325|QGJ.v1.A0251.I0883.E07326			Steudach 7232, 7233
Stockholm	QGJ.v1.Loc.01317	https://undusting.org/jewish_sources/s/jewish_sources/item/17654	Stockholm	2099	QGJ.v1.A0108.I0332.E02153			Stockholm 2099
Stolberg (Harz)	QGJ.v1.Loc.01318	https://undusting.org/jewish_sources/s/jewish_sources/item/17655	Stolberg (Harz)	4753|5589|5621|5639|6270|6303	QGJ.v1.A0234.I0732.E04830|QGJ.v1.A0239.I0831.E05670|QGJ.v1.A0239.I0831.E05702|QGJ.v1.A0239.I0831.E05720|QGJ.v1.A0239.I0831.E06351|QGJ.v1.A0239.I0831.E06384			Stolberg (Harz) 4753, 5589, 5621,5639, 6270, 6303
Stolberg (Rheinl.)	QGJ.v1.Loc.01319	https://undusting.org/jewish_sources/s/jewish_sources/item/17656	Stolberg (Rheinl.)	4753	QGJ.v1.A0234.I0732.E04830			Stolberg (Rheinl.) 4753
Stolberg-Wernigerode	QGJ.v1.Loc.01320	https://undusting.org/jewish_sources/s/jewish_sources/item/17657	Stolberg-Wernigerode	5587|5664|6284|6286|6295|6304|6314|6317|6373|6391|6400	QGJ.v1.A0239.I0831.E05668|QGJ.v1.A0239.I0831.E05745|QGJ.v1.A0239.I0831.E06365|QGJ.v1.A0239.I0831.E06367|QGJ.v1.A0239.I0831.E06376|QGJ.v1.A0239.I0831.E06385|QGJ.v1.A0239.I0831.E06395|QGJ.v1.A0239.I0831.E06398|QGJ.v1.A0239.I0831.E06454|QGJ.v1.A0239.I0831.E06472|QGJ.v1.A0239.I0831.E06481			Stolberg-Wernigerode 5587, 5664,6284, 6286, 6295, 6304, 6314,6317, 6373,6391, 6400
